,Participant.Private.ID,Age,Gender,needForMoney,blockOrder,randomise_blocks,effortL,rewardL,effortChoice,effortSelfReport,gamblingChoice,happySelfReport,subjEffort1,subjEffort3,subjEffort5,subjEffort7,subjFrust1,subjFrust3,subjFrust5,subjFrust7,nfc,ami
2861,3069897,20,male,10,13,2,3,2,high,33,risky,60,2,4,6,9,1,2,3,4,4,3.666666667
2862,3069897,20,male,10,14,16,7,10,high,74,safe,100,2,4,6,9,1,2,3,4,4,3.666666667
2863,3069897,20,male,10,15,15,5,10,high,71,risky,91,2,4,6,9,1,2,3,4,4,3.666666667
2864,3069897,20,male,10,16,3,5,2,low,0,risky,100,2,4,6,9,1,2,3,4,4,3.666666667
2865,3069897,20,male,10,17,26,3,6,high,32,safe,99,2,4,6,9,1,2,3,4,4,3.666666667
2866,3069897,20,male,10,18,28,7,6,high,60,safe,91,2,4,6,9,1,2,3,4,4,3.666666667
2867,3069897,20,male,10,19,10,3,6,high,36,risky,86,2,4,6,9,1,2,3,4,4,3.666666667
2868,3069897,20,male,10,20,23,5,4,high,88,risky,83,2,4,6,9,1,2,3,4,4,3.666666667
2869,3069897,20,male,10,21,1,1,2,high,8,safe,82,2,4,6,9,1,2,3,4,4,3.666666667
2870,3069897,20,male,10,22,29,1,10,high,5,safe,100,2,4,6,9,1,2,3,4,4,3.666666667
2871,3069897,20,male,10,23,6,3,4,high,19,risky,65,2,4,6,9,1,2,3,4,4,3.666666667
2872,3069897,20,male,10,24,4,7,2,low,0,risky,100,2,4,6,9,1,2,3,4,4,3.666666667
2873,3069897,20,male,10,25,11,5,6,high,50,safe,100,2,4,6,9,1,2,3,4,4,3.666666667
2874,3069897,20,male,10,26,32,7,10,high,94,safe,100,2,4,6,9,1,2,3,4,4,3.666666667
2875,3069897,20,male,10,27,18,3,2,high,60,risky,99,2,4,6,9,1,2,3,4,4,3.666666667
2876,3069897,20,male,10,28,20,7,2,low,11,risky,84,2,4,6,9,1,2,3,4,4,3.666666667
2877,3069897,20,male,10,29,31,5,10,high,82,safe,100,2,4,6,9,1,2,3,4,4,3.666666667
2878,3069897,20,male,10,30,19,5,2,high,70,risky,59,2,4,6,9,1,2,3,4,4,3.666666667
2879,3069897,20,male,10,31,14,3,10,high,16,safe,100,2,4,6,9,1,2,3,4,4,3.666666667
2880,3069897,20,male,10,32,5,1,4,high,12,risky,98,2,4,6,9,1,2,3,4,4,3.666666667
2881,3072809,18,female,3,1,6,3,4,high,14,safe,84,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2882,3072809,18,female,3,2,24,7,4,low,0,safe,28,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2883,3072809,18,female,3,3,11,5,6,high,21,risky,79,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2884,3072809,18,female,3,4,9,1,6,high,7,safe,72,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2885,3072809,18,female,3,5,22,3,4,high,27,risky,67,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2886,3072809,18,female,3,6,16,7,10,low,1,risky,30,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2887,3072809,18,female,3,7,30,3,10,high,18,safe,98,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2888,3072809,18,female,3,8,23,5,4,high,32,safe,69,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2889,3072809,18,female,3,9,26,3,6,high,41,risky,29,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2890,3072809,18,female,3,10,2,3,2,low,0,risky,68,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2891,3072809,18,female,3,11,4,7,2,high,39,safe,26,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2892,3072809,18,female,3,12,7,5,4,low,1,risky,23,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2893,3072809,18,female,3,13,21,1,4,high,18,risky,93,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2894,3072809,18,female,3,14,18,3,2,high,16,safe,26,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2895,3072809,18,female,3,15,5,1,4,high,8,risky,70,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2896,3072809,18,female,3,16,32,7,10,high,12,risky,99,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2897,3072809,18,female,3,17,27,5,6,high,9,risky,92,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2898,3072809,18,female,3,18,17,1,2,high,3,risky,54,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2899,3072809,18,female,3,19,25,1,6,high,14,risky,89,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2900,3072809,18,female,3,20,12,7,6,high,79,risky,83,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2901,3072809,18,female,3,21,1,1,2,low,2,safe,20,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2902,3072809,18,female,3,22,13,1,10,high,6,risky,94,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2903,3072809,18,female,3,23,29,1,10,high,3,safe,98,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2904,3072809,18,female,3,24,31,5,10,high,5,safe,94,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2905,3072809,18,female,3,25,8,7,4,low,1,safe,54,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2906,3072809,18,female,3,26,20,7,2,low,3,safe,56,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2907,3072809,18,female,3,27,14,3,10,high,3,safe,95,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2908,3072809,18,female,3,28,28,7,6,low,2,safe,49,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2909,3072809,18,female,3,29,15,5,10,high,38,safe,95,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2910,3072809,18,female,3,30,10,3,6,high,34,safe,74,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2911,3072809,18,female,3,31,19,5,2,low,3,safe,25,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2912,3072809,18,female,3,32,3,5,2,low,1,safe,25,1,3,4,7,1,3,5,8,2.777777778,3.722222222
2913,3075898,18,male,5,1,20,7,2,low,0,safe,46,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2914,3075898,18,male,5,2,9,1,6,high,2,safe,99,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2915,3075898,18,male,5,3,32,7,10,high,27,safe,97,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2916,3075898,18,male,5,4,13,1,10,high,2,safe,100,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2917,3075898,18,male,5,5,11,5,6,high,10,safe,71,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2918,3075898,18,male,5,6,26,3,6,high,4,safe,79,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2919,3075898,18,male,5,7,2,3,2,high,3,safe,39,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2920,3075898,18,male,5,8,23,5,4,high,11,safe,49,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2921,3075898,18,male,5,9,18,3,2,high,3,risky,26,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2922,3075898,18,male,5,10,16,7,10,high,16,safe,81,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2923,3075898,18,male,5,11,12,7,6,high,15,safe,63,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2924,3075898,18,male,5,12,17,1,2,high,2,risky,30,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2925,3075898,18,male,5,13,24,7,4,high,8,risky,36,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2926,3075898,18,male,5,14,6,3,4,high,7,safe,62,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2927,3075898,18,male,5,15,14,3,10,high,6,safe,89,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2928,3075898,18,male,5,16,27,5,6,high,4,safe,68,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2929,3075898,18,male,5,17,4,7,2,high,8,risky,20,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2930,3075898,18,male,5,18,31,5,10,high,6,safe,84,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2931,3075898,18,male,5,19,1,1,2,high,5,risky,33,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2932,3075898,18,male,5,20,8,7,4,high,21,safe,45,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2933,3075898,18,male,5,21,7,5,4,high,7,safe,43,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2934,3075898,18,male,5,22,21,1,4,high,2,risky,55,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2935,3075898,18,male,5,23,3,5,2,high,9,risky,37,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2936,3075898,18,male,5,24,10,3,6,high,9,safe,57,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2937,3075898,18,male,5,25,19,5,2,high,10,risky,22,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2938,3075898,18,male,5,26,28,7,6,high,18,safe,65,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2939,3075898,18,male,5,27,30,3,10,high,5,safe,90,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2940,3075898,18,male,5,28,22,3,4,high,6,safe,34,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2941,3075898,18,male,5,29,25,1,6,high,0,safe,50,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2942,3075898,18,male,5,30,5,1,4,high,7,safe,43,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2943,3075898,18,male,5,31,15,5,10,high,25,safe,84,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2944,3075898,18,male,5,32,29,1,10,high,11,safe,88,2,3,3,5,3,4,4,7,3.777777778,3.833333333
2945,3076375,18,female,5,1,29,1,10,high,98,risky,4,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2946,3076375,18,female,5,2,15,5,10,high,34,safe,98,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2947,3076375,18,female,5,3,11,5,6,high,38,risky,100,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2948,3076375,18,female,5,4,28,7,6,low,0,risky,98,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2949,3076375,18,female,5,5,13,1,10,high,1,risky,98,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2950,3076375,18,female,5,6,16,7,10,high,69,risky,99,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2951,3076375,18,female,5,7,24,7,4,high,69,safe,98,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2952,3076375,18,female,5,8,9,1,6,high,12,safe,98,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2953,3076375,18,female,5,9,31,5,10,high,51,safe,99,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2954,3076375,18,female,5,10,32,7,10,high,86,safe,98,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2955,3076375,18,female,5,11,18,3,2,high,34,safe,99,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2956,3076375,18,female,5,12,25,1,6,high,10,risky,97,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2957,3076375,18,female,5,13,1,1,2,high,23,risky,98,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2958,3076375,18,female,5,14,23,5,4,high,30,risky,99,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2959,3076375,18,female,5,15,19,5,2,high,26,risky,77,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2960,3076375,18,female,5,16,12,7,6,low,0,risky,99,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2961,3076375,18,female,5,17,5,1,4,high,0,risky,98,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2962,3076375,18,female,5,18,21,1,4,high,0,safe,99,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2963,3076375,18,female,5,19,26,3,6,high,19,safe,99,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2964,3076375,18,female,5,20,3,5,2,high,44,safe,75,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2965,3076375,18,female,5,21,14,3,10,high,25,risky,100,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2966,3076375,18,female,5,22,4,7,2,high,86,risky,45,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2967,3076375,18,female,5,23,10,3,6,high,31,risky,90,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2968,3076375,18,female,5,24,8,7,4,high,82,risky,43,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2969,3076375,18,female,5,25,17,1,2,high,0,risky,59,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2970,3076375,18,female,5,26,20,7,2,high,88,safe,14,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2971,3076375,18,female,5,27,27,5,6,high,47,safe,87,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2972,3076375,18,female,5,28,22,3,4,high,35,safe,65,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2973,3076375,18,female,5,29,6,3,4,high,38,risky,89,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2974,3076375,18,female,5,30,7,5,4,high,52,risky,65,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2975,3076375,18,female,5,31,30,3,10,high,27,risky,97,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2976,3076375,18,female,5,32,2,3,2,low,1,risky,99,1,4,7,10,1,2,6,9,2.722222222,3.833333333
2977,3081013,18,female,6,1,29,1,10,low,8,safe,93,1,3,6,8,1,5,8,10,2.777777778,3.222222222
2978,3081013,18,female,6,2,2,3,2,low,3,safe,88,1,3,6,8,1,5,8,10,2.777777778,3.222222222
2979,3081013,18,female,6,3,18,3,2,low,16,safe,93,1,3,6,8,1,5,8,10,2.777777778,3.222222222
2980,3081013,18,female,6,4,20,7,2,low,7,risky,90,1,3,6,8,1,5,8,10,2.777777778,3.222222222
2981,3081013,18,female,6,5,11,5,6,low,6,safe,81,1,3,6,8,1,5,8,10,2.777777778,3.222222222
2982,3081013,18,female,6,6,8,7,4,low,2,safe,92,1,3,6,8,1,5,8,10,2.777777778,3.222222222
2983,3081013,18,female,6,7,28,7,6,low,3,safe,95,1,3,6,8,1,5,8,10,2.777777778,3.222222222
2984,3081013,18,female,6,8,10,3,6,low,7,risky,94,1,3,6,8,1,5,8,10,2.777777778,3.222222222
2985,3081013,18,female,6,9,22,3,4,high,0,safe,88,1,3,6,8,1,5,8,10,2.777777778,3.222222222
2986,3081013,18,female,6,10,17,1,2,low,10,safe,95,1,3,6,8,1,5,8,10,2.777777778,3.222222222
2987,3081013,18,female,6,11,9,1,6,low,5,safe,93,1,3,6,8,1,5,8,10,2.777777778,3.222222222
2988,3081013,18,female,6,12,26,3,6,low,4,safe,96,1,3,6,8,1,5,8,10,2.777777778,3.222222222
2989,3081013,18,female,6,13,12,7,6,low,1,safe,87,1,3,6,8,1,5,8,10,2.777777778,3.222222222
2990,3081013,18,female,6,14,32,7,10,low,8,safe,88,1,3,6,8,1,5,8,10,2.777777778,3.222222222
2991,3081013,18,female,6,15,7,5,4,low,6,safe,93,1,3,6,8,1,5,8,10,2.777777778,3.222222222
2992,3081013,18,female,6,16,16,7,10,low,1,risky,85,1,3,6,8,1,5,8,10,2.777777778,3.222222222
2993,3081013,18,female,6,17,21,1,4,high,12,safe,99,1,3,6,8,1,5,8,10,2.777777778,3.222222222
2994,3081013,18,female,6,18,24,7,4,low,12,safe,94,1,3,6,8,1,5,8,10,2.777777778,3.222222222
2995,3081013,18,female,6,19,14,3,10,low,1,safe,77,1,3,6,8,1,5,8,10,2.777777778,3.222222222
2996,3081013,18,female,6,20,27,5,6,low,12,safe,88,1,3,6,8,1,5,8,10,2.777777778,3.222222222
2997,3081013,18,female,6,21,30,3,10,low,6,safe,94,1,3,6,8,1,5,8,10,2.777777778,3.222222222
2998,3081013,18,female,6,22,5,1,4,low,3,safe,87,1,3,6,8,1,5,8,10,2.777777778,3.222222222
2999,3081013,18,female,6,23,1,1,2,low,2,safe,94,1,3,6,8,1,5,8,10,2.777777778,3.222222222
3000,3081013,18,female,6,24,4,7,2,low,7,safe,83,1,3,6,8,1,5,8,10,2.777777778,3.222222222
3001,3081013,18,female,6,25,6,3,4,low,7,safe,91,1,3,6,8,1,5,8,10,2.777777778,3.222222222
3002,3081013,18,female,6,26,23,5,4,low,6,safe,20,1,3,6,8,1,5,8,10,2.777777778,3.222222222
3003,3081013,18,female,6,27,3,5,2,high,2,safe,85,1,3,6,8,1,5,8,10,2.777777778,3.222222222
3004,3081013,18,female,6,28,15,5,10,low,4,safe,94,1,3,6,8,1,5,8,10,2.777777778,3.222222222
3005,3081013,18,female,6,29,13,1,10,low,6,safe,85,1,3,6,8,1,5,8,10,2.777777778,3.222222222
3006,3081013,18,female,6,30,19,5,2,low,10,risky,18,1,3,6,8,1,5,8,10,2.777777778,3.222222222
3007,3081013,18,female,6,31,31,5,10,high,12,safe,81,1,3,6,8,1,5,8,10,2.777777778,3.222222222
3008,3081013,18,female,6,32,25,1,6,low,13,risky,90,1,3,6,8,1,5,8,10,2.777777778,3.222222222
3009,3081487,18,female,6,1,5,1,4,high,54,risky,79,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3010,3081487,18,female,6,2,23,5,4,high,92,safe,55,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3011,3081487,18,female,6,3,18,3,2,high,54,risky,50,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3012,3081487,18,female,6,4,28,7,6,low,36,safe,52,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3013,3081487,18,female,6,5,10,3,6,high,59,risky,54,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3014,3081487,18,female,6,6,14,3,10,high,79,safe,86,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3015,3081487,18,female,6,7,13,1,10,high,35,safe,70,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3016,3081487,18,female,6,8,6,3,4,high,67,safe,63,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3017,3081487,18,female,6,9,26,3,6,high,61,risky,56,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3018,3081487,18,female,6,10,25,1,6,high,59,risky,57,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3019,3081487,18,female,6,11,9,1,6,high,64,safe,64,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3020,3081487,18,female,6,12,1,1,2,high,32,safe,48,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3021,3081487,18,female,6,13,31,5,10,high,50,risky,48,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3022,3081487,18,female,6,14,22,3,4,high,59,safe,51,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3023,3081487,18,female,6,15,11,5,6,high,57,risky,55,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3024,3081487,18,female,6,16,29,1,10,high,41,risky,90,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3025,3081487,18,female,6,17,15,5,10,high,74,safe,84,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3026,3081487,18,female,6,18,2,3,2,high,44,safe,51,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3027,3081487,18,female,6,19,7,5,4,high,52,risky,55,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3028,3081487,18,female,6,20,27,5,6,high,46,risky,59,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3029,3081487,18,female,6,21,16,7,10,high,55,risky,84,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3030,3081487,18,female,6,22,32,7,10,high,74,risky,66,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3031,3081487,18,female,6,23,17,1,2,high,25,safe,54,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3032,3081487,18,female,6,24,20,7,2,low,1,safe,29,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3033,3081487,18,female,6,25,12,7,6,high,36,risky,65,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3034,3081487,18,female,6,26,21,1,4,high,37,safe,54,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3035,3081487,18,female,6,27,4,7,2,low,1,safe,55,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3036,3081487,18,female,6,28,19,5,2,high,33,safe,53,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3037,3081487,18,female,6,29,8,7,4,high,74,risky,61,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3038,3081487,18,female,6,30,30,3,10,high,36,risky,98,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3039,3081487,18,female,6,31,24,7,4,high,41,safe,71,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3040,3081487,18,female,6,32,3,5,2,high,71,safe,48,3,3,6,5,4,5,5,5,1.555555556,3.111111111
3041,3084238,21,male,8,1,24,7,4,low,30,safe,79,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3042,3084238,21,male,8,2,1,1,2,low,76,safe,30,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3043,3084238,21,male,8,3,32,7,10,high,98,safe,75,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3044,3084238,21,male,8,4,2,3,2,low,34,safe,67,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3045,3084238,21,male,8,5,30,3,10,low,28,safe,63,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3046,3084238,21,male,8,6,28,7,6,low,31,safe,75,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3047,3084238,21,male,8,7,31,5,10,high,77,safe,74,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3048,3084238,21,male,8,8,29,1,10,low,20,safe,75,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3049,3084238,21,male,8,9,17,1,2,low,26,safe,79,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3050,3084238,21,male,8,10,27,5,6,low,21,safe,68,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3051,3084238,21,male,8,11,11,5,6,low,30,safe,74,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3052,3084238,21,male,8,12,5,1,4,high,21,safe,77,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3053,3084238,21,male,8,13,23,5,4,low,35,safe,64,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3054,3084238,21,male,8,14,8,7,4,low,31,safe,68,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3055,3084238,21,male,8,15,15,5,10,high,69,safe,72,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3056,3084238,21,male,8,16,7,5,4,low,28,safe,72,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3057,3084238,21,male,8,17,6,3,4,low,29,safe,74,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3058,3084238,21,male,8,18,14,3,10,high,80,risky,69,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3059,3084238,21,male,8,19,12,7,6,low,27,safe,72,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3060,3084238,21,male,8,20,26,3,6,low,10,safe,83,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3061,3084238,21,male,8,21,18,3,2,low,22,safe,83,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3062,3084238,21,male,8,22,16,7,10,low,25,safe,67,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3063,3084238,21,male,8,23,25,1,6,high,77,safe,68,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3064,3084238,21,male,8,24,21,1,4,low,32,safe,79,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3065,3084238,21,male,8,25,3,5,2,low,27,safe,70,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3066,3084238,21,male,8,26,10,3,6,high,68,safe,52,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3067,3084238,21,male,8,27,20,7,2,low,22,safe,61,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3068,3084238,21,male,8,28,22,3,4,low,30,safe,61,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3069,3084238,21,male,8,29,4,7,2,low,25,safe,67,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3070,3084238,21,male,8,30,19,5,2,low,22,safe,61,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3071,3084238,21,male,8,31,9,1,6,high,71,safe,71,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3072,3084238,21,male,8,32,13,1,10,high,60,safe,71,2,4,5,10,2,3,7,10,1.388888889,3.166666667
3073,3084258,18,female,5,1,24,7,4,low,0,safe,100,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3074,3084258,18,female,5,2,23,5,4,low,0,safe,100,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3075,3084258,18,female,5,3,26,3,6,high,49,safe,53,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3076,3084258,18,female,5,4,20,7,2,low,0,safe,66,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3077,3084258,18,female,5,5,11,5,6,low,0,safe,51,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3078,3084258,18,female,5,6,16,7,10,low,0,safe,55,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3079,3084258,18,female,5,7,10,3,6,high,57,safe,51,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3080,3084258,18,female,5,8,25,1,6,low,1,safe,73,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3081,3084258,18,female,5,9,22,3,4,high,41,safe,85,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3082,3084258,18,female,5,10,30,3,10,high,50,safe,51,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3083,3084258,18,female,5,11,7,5,4,low,1,safe,75,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3084,3084258,18,female,5,12,4,7,2,low,0,safe,76,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3085,3084258,18,female,5,13,6,3,4,high,74,safe,29,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3086,3084258,18,female,5,14,13,1,10,high,40,safe,46,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3087,3084258,18,female,5,15,2,3,2,low,1,safe,61,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3088,3084258,18,female,5,16,8,7,4,low,1,safe,64,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3089,3084258,18,female,5,17,28,7,6,low,1,safe,71,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3090,3084258,18,female,5,18,17,1,2,high,61,safe,30,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3091,3084258,18,female,5,19,3,5,2,low,2,safe,66,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3092,3084258,18,female,5,20,21,1,4,high,74,safe,84,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3093,3084258,18,female,5,21,5,1,4,high,58,safe,56,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3094,3084258,18,female,5,22,9,1,6,high,54,safe,64,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3095,3084258,18,female,5,23,32,7,10,high,68,safe,57,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3096,3084258,18,female,5,24,15,5,10,high,55,safe,64,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3097,3084258,18,female,5,25,27,5,6,low,4,safe,60,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3098,3084258,18,female,5,26,14,3,10,high,10,safe,12,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3099,3084258,18,female,5,27,29,1,10,high,21,safe,10,6,7,8,10,7,8,9,10,2.222222222,2.833333333
3100,3084258,18,female,5,28,1,1,2,high,62,safe,79,6,7,8,10,7,8,9,10,2.222222222,2.833333333
